scenario,algorithm,net_congested_level,total_allocate_bw,expected_allocated_bw,updated_allocated_bw,allocated_bw,net_latency,desired_net_latency,e2e_latency,average_fps,standard_fps,standard_8k,standard_4k,standard_2k,standard_1k,high_fps,high_8k,high_4k,high_2k,high_1k,full_8k
scenario 4,alg3,9.94,617581,642505,616027,154.01,4.27,3.3,7.65,49.27,26.23,165,142,241,464,57.08,2306,128,173,381,1993
scenario 4,alg3,9.96,616027,639833,615266,153.82,4.26,3.27,7.62,49.51,26.34,143,145,261,434,57.06,2317,127,178,395,1983
scenario 4,alg3,9.93,615266,639915,614669,153.67,4.27,3.28,7.63,49.5,26.12,135,129,277,439,57.09,2314,142,207,357,1978
scenario 4,alg3,9.88,614669,639376,614777,153.69,4.27,3.28,7.63,49.23,26.03,134,144,298,440,57.13,2309,137,203,335,1994
scenario 4,alg3,9.83,614777,638482,614170,153.54,4.27,3.28,7.63,49.32,26.21,141,140,293,457,57.34,2295,142,222,310,2001
scenario 4,alg3,9.77,614170,637268,609919,152.48,4.25,3.28,7.63,49.08,26.19,152,169,288,435,57.17,2273,129,228,326,1973
scenario 4,alg3,9.75,609919,633397,607930,151.98,4.26,3.29,7.65,49.14,26.3,147,191,267,423,57.05,2259,145,241,327,1963
scenario 4,alg3,9.78,607930,631269,609630,152.41,4.3,3.3,7.65,49.33,26.21,151,201,229,425,57.1,2264,147,249,334,1958
scenario 4,alg3,9.83,609630,633547,608318,152.08,4.28,3.28,7.63,49.1,26.0,135,206,250,444,57.16,2265,169,221,310,1947
scenario 4,alg3,9.84,608318,633178,606476,151.62,4.26,3.29,7.65,48.65,26.11,154,215,248,478,57.14,2245,182,193,285,1928
scenario 4,alg3,9.7,606476,631318,603787,150.95,4.26,3.29,7.64,48.44,26.04,154,200,228,537,57.14,2240,190,180,271,1926
scenario 4,alg3,9.71,603787,628594,599963,149.99,4.25,3.3,7.66,48.6,26.19,167,184,213,525,56.99,2217,193,195,306,1892
scenario 4,alg3,9.64,599963,625913,601168,150.29,4.23,3.26,7.62,48.86,26.45,185,157,206,516,56.98,2218,195,186,337,1916
scenario 4,alg3,9.64,601168,625454,603682,150.92,4.27,3.27,7.62,49.24,26.09,199,160,215,432,57.02,2216,191,194,393,1916
scenario 4,alg3,9.68,603682,628375,606331,151.58,4.26,3.27,7.62,48.71,26.08,207,182,247,453,57.17,2228,177,163,343,1931
scenario 4,alg3,9.73,606331,631110,609817,152.45,4.25,3.27,7.62,48.99,26.18,206,170,242,454,57.34,2255,155,169,349,1952
scenario 4,alg3,9.75,609817,634341,611237,152.81,4.25,3.27,7.63,48.43,26.19,207,170,283,464,57.13,2263,155,155,303,1935
scenario 4,alg3,9.78,611237,637001,613027,153.26,4.24,3.29,7.64,48.8,26.1,190,142,248,486,57.05,2280,162,180,312,1944
scenario 4,alg3,9.87,613027,638856,615396,153.85,4.24,3.27,7.63,49.04,26.35,178,138,249,488,57.14,2301,153,178,315,1969
scenario 4,alg3,9.85,615396,640751,614418,153.6,4.26,3.31,7.65,49.2,26.14,175,128,219,492,57.03,2301,147,218,320,1948
scenario 4,alg3,9.87,614418,640738,616116,154.03,4.26,3.31,7.66,49.05,26.16,177,159,253,455,57.14,2295,134,187,340,1989
scenario 4,alg3,9.81,616116,640016,614852,153.71,4.26,3.29,7.64,49.19,26.26,164,144,258,469,57.19,2304,137,186,338,1975
scenario 4,alg3,9.79,614852,639848,613525,153.38,4.26,3.29,7.64,48.83,25.99,165,164,221,511,57.08,2304,134,172,329,1957
scenario 4,alg3,9.84,613525,639196,614968,153.74,4.25,3.29,7.64,48.91,26.0,154,143,234,529,57.18,2308,150,185,297,1976
scenario 4,alg3,9.74,614968,639738,613389,153.35,4.26,3.3,7.65,48.93,26.29,147,151,232,535,57.14,2305,142,197,291,1964
scenario 4,alg3,9.79,613389,638622,613241,153.31,4.28,3.3,7.65,49.18,26.18,147,150,237,493,57.12,2300,148,188,337,1969
scenario 4,alg3,9.78,613241,638266,612821,153.21,4.25,3.29,7.64,49.16,26.19,158,161,227,474,57.02,2296,127,187,370,1978
scenario 4,alg3,9.8,612821,636916,611713,152.93,4.27,3.31,7.66,49.43,26.19,148,161,216,473,57.16,2285,148,182,387,1973
scenario 4,alg3,9.76,611713,635528,612597,153.15,4.25,3.29,7.65,49.21,26.15,151,164,261,455,57.22,2282,147,183,357,1994
scenario 4,alg3,9.81,612597,635358,615562,153.89,4.24,3.28,7.63,49.23,26.15,144,162,282,450,57.31,2299,148,176,339,2016
scenario 4,alg3,9.78,615562,638176,616061,154.02,4.25,3.29,7.65,49.16,26.3,162,156,293,431,57.22,2288,165,161,344,1998
scenario 4,alg3,9.76,616061,639142,617265,154.32,4.23,3.26,7.62,49.34,26.25,158,142,268,451,57.23,2295,169,203,314,2013
scenario 4,alg3,9.8,617265,640064,618191,154.55,4.25,3.28,7.63,49.36,26.18,167,136,257,451,57.2,2300,163,219,307,2002
scenario 4,alg3,9.78,618191,642011,616493,154.12,4.23,3.26,7.62,49.2,26.2,180,142,259,454,57.22,2295,138,225,307,1988
scenario 4,alg3,9.86,616493,640796,616532,154.13,4.25,3.26,7.62,49.09,26.04,186,161,225,456,57.07,2292,146,212,322,1967
scenario 4,alg3,9.81,616532,641502,615896,153.97,4.25,3.26,7.62,49.17,26.14,172,173,221,463,57.14,2290,147,215,319,1980
scenario 4,alg3,9.8,615896,640023,615451,153.86,4.25,3.26,7.62,49.27,26.32,148,175,234,479,57.29,2310,133,208,313,1977
scenario 4,alg3,9.82,615451,640718,616902,154.23,4.26,3.28,7.63,49.16,26.09,143,174,268,438,57.08,2314,149,184,330,1985
scenario 4,alg3,9.9,616902,641602,617242,154.31,4.26,3.28,7.63,49.15,26.09,148,182,251,451,57.17,2300,152,187,329,2008
scenario 4,alg3,9.81,617242,640013,617081,154.27,4.24,3.29,7.65,49.58,26.37,133,182,254,435,57.35,2296,165,190,345,2021
scenario 4,alg3,9.85,617081,639368,617149,154.29,4.24,3.28,7.64,49.32,26.23,159,166,261,431,57.2,2294,159,227,303,2001
scenario 4,alg3,9.88,617149,640702,617429,154.36,4.27,3.3,7.65,49.31,26.02,166,170,262,412,57.17,2291,165,208,326,2009
scenario 4,alg3,9.84,617429,640271,616970,154.24,4.28,3.3,7.65,49.13,26.3,179,177,245,457,57.34,2275,174,203,290,1993
scenario 4,alg3,9.85,616970,640383,618155,154.54,4.26,3.29,7.64,49.18,26.11,166,192,220,455,57.21,2299,172,201,295,1992
scenario 4,alg3,9.82,618155,642591,616541,154.14,4.24,3.29,7.64,49.08,26.19,175,186,245,434,57.12,2288,176,195,301,1969
scenario 4,alg3,9.81,616541,641620,617620,154.41,4.21,3.26,7.61,49.2,26.38,187,202,235,417,57.22,2276,172,185,326,1993
scenario 4,alg3,9.84,617620,641265,617307,154.33,4.23,3.26,7.61,49.46,26.22,184,171,233,400,57.08,2278,194,191,349,1985
scenario 4,alg3,9.88,617307,641246,617856,154.46,4.26,3.27,7.63,49.3,26.09,183,158,236,441,57.23,2291,185,188,318,1981
scenario 4,alg3,9.78,617856,642554,616613,154.15,4.22,3.24,7.59,49.0,26.13,189,155,270,447,57.26,2285,185,168,301,1964
scenario 4,alg3,9.82,616613,642263,617221,154.31,4.24,3.26,7.62,48.7,26.16,207,150,262,477,57.21,2287,169,166,282,1970
scenario 4,alg3,9.9,617221,642361,619729,154.93,4.25,3.26,7.61,49.12,26.33,196,160,232,449,57.09,2307,155,176,325,1975
scenario 4,alg3,9.86,619729,645602,621348,155.34,4.22,3.25,7.6,49.47,26.44,200,151,212,432,57.1,2309,149,205,342,1981
scenario 4,alg3,9.88,621348,646997,623263,155.82,4.25,3.28,7.63,49.56,26.15,193,155,215,410,57.08,2326,148,201,352,1991
scenario 4,alg3,9.88,623263,648678,623471,155.87,4.23,3.28,7.63,49.43,26.13,169,160,257,415,57.2,2329,156,182,332,2008
scenario 4,alg3,9.94,623471,648180,623270,155.82,4.27,3.32,7.67,49.28,26.15,164,177,246,439,57.27,2330,148,178,318,2008
scenario 4,alg3,9.94,623270,648023,625534,156.38,4.25,3.3,7.65,49.23,26.08,164,165,271,437,57.33,2343,142,168,310,2032
scenario 4,alg3,10.0,625534,649563,626810,156.7,4.26,3.3,7.66,49.23,26.17,176,157,248,459,57.33,2333,150,190,287,2038
scenario 4,alg3,9.99,626810,650230,628282,157.07,4.26,3.29,7.64,49.39,26.33,171,156,236,459,57.31,2341,157,199,281,2047
scenario 4,alg3,10.0,628282,651659,627413,156.85,4.26,3.3,7.66,49.58,26.13,156,138,228,454,57.14,2357,161,207,299,2031
scenario 4,alg3,9.97,627413,652152,627979,156.99,4.24,3.27,7.62,49.37,25.95,160,158,197,497,57.3,2357,144,190,297,2044
scenario 4,alg3,9.99,627979,651937,628596,157.15,4.25,3.29,7.64,49.38,26.2,170,168,205,485,57.39,2351,133,188,300,2047
scenario 4,alg3,9.99,628596,652393,630251,157.56,4.24,3.27,7.62,49.38,26.31,179,172,210,469,57.39,2354,121,187,308,2065
scenario 4,alg3,9.91,630251,653161,630932,157.73,4.21,3.26,7.62,49.67,26.21,156,173,227,421,57.26,2360,141,169,353,2070
